gene,name,GO,description,meta
Locus_22378_Transcript_10_Length_1354_genewise_newlength_1354__CDS__306__1130.orfnuc.phy,mog1 duf1795-like photosystem ii reaction center family protein,GO:0000023,maltose metabolic process,P
Locus_22378_Transcript_10_Length_1354_genewise_newlength_1354__CDS__306__1130.orfnuc.phy,mog1 duf1795-like photosystem ii reaction center family protein,GO:0019288,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway",P
Locus_22378_Transcript_10_Length_1354_genewise_newlength_1354__CDS__306__1130.orfnuc.phy,mog1 duf1795-like photosystem ii reaction center family protein,GO:0009570,chloroplast stroma,C
Locus_22378_Transcript_10_Length_1354_genewise_newlength_1354__CDS__306__1130.orfnuc.phy,mog1 duf1795-like photosystem ii reaction center family protein,GO:0009543,chloroplast thylakoid lumen,C
Locus_22378_Transcript_10_Length_1354_genewise_newlength_1354__CDS__306__1130.orfnuc.phy,mog1 duf1795-like photosystem ii reaction center family protein,GO:0009654,oxygen evolving complex,C
Locus_22378_Transcript_10_Length_1354_genewise_newlength_1354__CDS__306__1130.orfnuc.phy,mog1 duf1795-like photosystem ii reaction center family protein,GO:0005509,calcium ion binding,F
Locus_22378_Transcript_10_Length_1354_genewise_newlength_1354__CDS__306__1130.orfnuc.phy,mog1 duf1795-like photosystem ii reaction center family protein,GO:0015979,photosynthesis,P
Locus_22378_Transcript_10_Length_1354_genewise_newlength_1354__CDS__306__1130.orfnuc.phy,mog1 duf1795-like photosystem ii reaction center family protein,GO:0019898,extrinsic to membrane,C
Locus_13356_Transcript_2_Length_1995_genewise_newlength_1995__CDS__439__1710.orfnuc.phy,molecular chaperone hsp40 -like protein,GO:0010286,heat acclimation,P
Locus_13356_Transcript_2_Length_1995_genewise_newlength_1995__CDS__439__1710.orfnuc.phy,molecular chaperone hsp40 -like protein,GO:0034976,response to endoplasmic reticulum stress,P
Locus_13356_Transcript_2_Length_1995_genewise_newlength_1995__CDS__439__1710.orfnuc.phy,molecular chaperone hsp40 -like protein,GO:0042542,response to hydrogen peroxide,P
Locus_13356_Transcript_2_Length_1995_genewise_newlength_1995__CDS__439__1710.orfnuc.phy,molecular chaperone hsp40 -like protein,GO:0044434,chloroplast part,C
Locus_13356_Transcript_2_Length_1995_genewise_newlength_1995__CDS__439__1710.orfnuc.phy,molecular chaperone hsp40 -like protein,GO:0005788,endoplasmic reticulum lumen,C
Locus_13356_Transcript_2_Length_1995_genewise_newlength_1995__CDS__439__1710.orfnuc.phy,molecular chaperone hsp40 -like protein,GO:0051085,chaperone mediated protein folding requiring cofactor,P
Locus_13356_Transcript_2_Length_1995_genewise_newlength_1995__CDS__439__1710.orfnuc.phy,molecular chaperone hsp40 -like protein,GO:0009506,plasmodesma,C
Locus_13356_Transcript_2_Length_1995_genewise_newlength_1995__CDS__439__1710.orfnuc.phy,molecular chaperone hsp40 -like protein,GO:0009644,response to high light intensity,P
Locus_13356_Transcript_2_Length_1995_genewise_newlength_1995__CDS__439__1710.orfnuc.phy,molecular chaperone hsp40 -like protein,GO:0016491,oxidoreductase activity,F
Locus_13356_Transcript_2_Length_1995_genewise_newlength_1995__CDS__439__1710.orfnuc.phy,molecular chaperone hsp40 -like protein,GO:0034605,cellular response to heat,P
Locus_13356_Transcript_2_Length_1995_genewise_newlength_1995__CDS__439__1710.orfnuc.phy,molecular chaperone hsp40 -like protein,GO:0009558,embryo sac cellularization,P
Locus_13356_Transcript_2_Length_1995_genewise_newlength_1995__CDS__439__1710.orfnuc.phy,molecular chaperone hsp40 -like protein,GO:0000740,nuclear membrane fusion,P
Locus_13356_Transcript_2_Length_1995_genewise_newlength_1995__CDS__439__1710.orfnuc.phy,molecular chaperone hsp40 -like protein,GO:0009638,phototropism,P
Locus_13356_Transcript_2_Length_1995_genewise_newlength_1995__CDS__439__1710.orfnuc.phy,molecular chaperone hsp40 -like protein,GO:0006984,ER-nucleus signaling pathway,P
Locus_13356_Transcript_2_Length_1995_genewise_newlength_1995__CDS__439__1710.orfnuc.phy,molecular chaperone hsp40 -like protein,GO:0005739,mitochondrion,C
Locus_13356_Transcript_2_Length_1995_genewise_newlength_1995__CDS__439__1710.orfnuc.phy,molecular chaperone hsp40 -like protein,GO:0010198,synergid death,P
Locus_13356_Transcript_2_Length_1995_genewise_newlength_1995__CDS__439__1710.orfnuc.phy,molecular chaperone hsp40 -like protein,GO:0008092,cytoskeletal protein binding,F
Locus_13356_Transcript_2_Length_1995_genewise_newlength_1995__CDS__439__1710.orfnuc.phy,molecular chaperone hsp40 -like protein,GO:0009688,abscisic acid biosynthetic process,P
Locus_13356_Transcript_2_Length_1995_genewise_newlength_1995__CDS__439__1710.orfnuc.phy,molecular chaperone hsp40 -like protein,GO:0009958,positive gravitropism,P
Locus_13356_Transcript_2_Length_1995_genewise_newlength_1995__CDS__439__1710.orfnuc.phy,molecular chaperone hsp40 -like protein,GO:0009860,pollen tube growth,P
Locus_13356_Transcript_2_Length_1995_genewise_newlength_1995__CDS__439__1710.orfnuc.phy,molecular chaperone hsp40 -like protein,GO:0016020,membrane,C
Locus_13356_Transcript_2_Length_1995_genewise_newlength_1995__CDS__439__1710.orfnuc.phy,molecular chaperone hsp40 -like protein,GO:0010197,polar nucleus fusion,P
Locus_13356_Transcript_2_Length_1995_genewise_newlength_1995__CDS__439__1710.orfnuc.phy,molecular chaperone hsp40 -like protein,GO:0031072,heat shock protein binding,F
Locus_13356_Transcript_2_Length_1995_genewise_newlength_1995__CDS__439__1710.orfnuc.phy,molecular chaperone hsp40 -like protein,GO:0051082,unfolded protein binding,F
Locus_13356_Transcript_2_Length_1995_genewise_newlength_1995__CDS__439__1710.orfnuc.phy,molecular chaperone hsp40 -like protein,GO:0005524,ATP binding,F
Locus_10824_Transcript_1_Length_2826_genewise_newlength_2826__CDS__71__2095.orfnuc.phy,myb domain protein 4r1,GO:0003713,transcription coactivator activity,F
Locus_10824_Transcript_1_Length_2826_genewise_newlength_2826__CDS__71__2095.orfnuc.phy,myb domain protein 4r1,GO:0010199,organ boundary specification between lateral organs and the meristem,P
Locus_10824_Transcript_1_Length_2826_genewise_newlength_2826__CDS__71__2095.orfnuc.phy,myb domain protein 4r1,GO:0032875,regulation of DNA endoreduplication,P
Locus_10824_Transcript_1_Length_2826_genewise_newlength_2826__CDS__71__2095.orfnuc.phy,myb domain protein 4r1,GO:0009737,response to abscisic acid stimulus,P
Locus_10824_Transcript_1_Length_2826_genewise_newlength_2826__CDS__71__2095.orfnuc.phy,myb domain protein 4r1,GO:2000652,regulation of secondary cell wall biogenesis,P
Locus_10824_Transcript_1_Length_2826_genewise_newlength_2826__CDS__71__2095.orfnuc.phy,myb domain protein 4r1,GO:0045893,"positive regulation of transcription, DNA-dependent",P
Locus_10824_Transcript_1_Length_2826_genewise_newlength_2826__CDS__71__2095.orfnuc.phy,myb domain protein 4r1,GO:0005634,nucleus,C
Locus_10824_Transcript_1_Length_2826_genewise_newlength_2826__CDS__71__2095.orfnuc.phy,myb domain protein 4r1,GO:0003682,chromatin binding,F
Locus_10824_Transcript_1_Length_2826_genewise_newlength_2826__CDS__71__2095.orfnuc.phy,myb domain protein 4r1,GO:0003677,DNA binding,F
Locus_6426_Transcript_3_Length_2253_genewise_newlength_1525__CDS__425__1276.orfnuc.phy,myb family transcription factor,GO:0000394,"RNA splicing, via endonucleolytic cleavage and ligation",P
Locus_6426_Transcript_3_Length_2253_genewise_newlength_1525__CDS__425__1276.orfnuc.phy,myb family transcription factor,GO:0016036,cellular response to phosphate starvation,P
Locus_6426_Transcript_3_Length_2253_genewise_newlength_1525__CDS__425__1276.orfnuc.phy,myb family transcription factor,GO:0006499,N-terminal protein myristoylation,P
Locus_6426_Transcript_3_Length_2253_genewise_newlength_1525__CDS__425__1276.orfnuc.phy,myb family transcription factor,GO:0009650,UV protection,P
Locus_6426_Transcript_3_Length_2253_genewise_newlength_1525__CDS__425__1276.orfnuc.phy,myb family transcription factor,GO:0006635,fatty acid beta-oxidation,P
Locus_6426_Transcript_3_Length_2253_genewise_newlength_1525__CDS__425__1276.orfnuc.phy,myb family transcription factor,GO:0010048,vernalization response,P
Locus_6426_Transcript_3_Length_2253_genewise_newlength_1525__CDS__425__1276.orfnuc.phy,myb family transcription factor,GO:0006891,intra-Golgi vesicle-mediated transport,P
Locus_6426_Transcript_3_Length_2253_genewise_newlength_1525__CDS__425__1276.orfnuc.phy,myb family transcription factor,GO:0055063,sulfate ion homeostasis,P
Locus_6426_Transcript_3_Length_2253_genewise_newlength_1525__CDS__425__1276.orfnuc.phy,myb family transcription factor,GO:0006355,"regulation of transcription, DNA-dependent",P
Locus_6426_Transcript_3_Length_2253_genewise_newlength_1525__CDS__425__1276.orfnuc.phy,myb family transcription factor,GO:0016558,protein import into peroxisome matrix,P
Locus_6426_Transcript_3_Length_2253_genewise_newlength_1525__CDS__425__1276.orfnuc.phy,myb family transcription factor,GO:0048573,"photoperiodism, flowering",P
Locus_6426_Transcript_3_Length_2253_genewise_newlength_1525__CDS__425__1276.orfnuc.phy,myb family transcription factor,GO:0003913,DNA photolyase activity,F
Locus_6426_Transcript_3_Length_2253_genewise_newlength_1525__CDS__425__1276.orfnuc.phy,myb family transcription factor,GO:0009567,double fertilization forming a zygote and endosperm,P
Locus_6426_Transcript_3_Length_2253_genewise_newlength_1525__CDS__425__1276.orfnuc.phy,myb family transcription factor,GO:0009086,methionine biosynthetic process,P
Locus_6426_Transcript_3_Length_2253_genewise_newlength_1525__CDS__425__1276.orfnuc.phy,myb family transcription factor,GO:0016556,mRNA modification,P
Locus_6426_Transcript_3_Length_2253_genewise_newlength_1525__CDS__425__1276.orfnuc.phy,myb family transcription factor,GO:0010088,phloem development,P
Locus_6426_Transcript_3_Length_2253_genewise_newlength_1525__CDS__425__1276.orfnuc.phy,myb family transcription factor,GO:0003677,DNA binding,F
Locus_6426_Transcript_3_Length_2253_genewise_newlength_1525__CDS__425__1276.orfnuc.phy,myb family transcription factor,GO:0009555,pollen development,P
Locus_6426_Transcript_3_Length_2253_genewise_newlength_1525__CDS__425__1276.orfnuc.phy,myb family transcription factor,GO:0003700,sequence-specific DNA binding transcription factor activity,F
Locus_6426_Transcript_3_Length_2253_genewise_newlength_1525__CDS__425__1276.orfnuc.phy,myb family transcription factor,GO:0071486,cellular response to high light intensity,P
Locus_6426_Transcript_3_Length_2253_genewise_newlength_1525__CDS__425__1276.orfnuc.phy,myb family transcription factor,GO:0009736,cytokinin mediated signaling pathway,P
Locus_6426_Transcript_3_Length_2253_genewise_newlength_1525__CDS__425__1276.orfnuc.phy,myb family transcription factor,GO:0000719,photoreactive repair,P
Locus_6426_Transcript_3_Length_2253_genewise_newlength_1525__CDS__425__1276.orfnuc.phy,myb family transcription factor,GO:0005634,nucleus,C
Locus_6426_Transcript_3_Length_2253_genewise_newlength_1525__CDS__425__1276.orfnuc.phy,myb family transcription factor,GO:0010089,xylem development,P
Locus_6426_Transcript_3_Length_2253_genewise_newlength_1525__CDS__425__1276.orfnuc.phy,myb family transcription factor,GO:0007623,circadian rhythm,P
Locus_6426_Transcript_3_Length_2253_genewise_newlength_1525__CDS__425__1276.orfnuc.phy,myb family transcription factor,GO:0005739,mitochondrion,C
Locus_6426_Transcript_3_Length_2253_genewise_newlength_1525__CDS__425__1276.orfnuc.phy,myb family transcription factor,GO:0003682,chromatin binding,F
Locus_10572_Transcript_1_Length_1437_genewise_newlength_1437__CDS__217__873.orfnuc.phy,myb family transcription factor,GO:0016036,cellular response to phosphate starvation,P
Locus_10572_Transcript_1_Length_1437_genewise_newlength_1437__CDS__217__873.orfnuc.phy,myb family transcription factor,GO:0009650,UV protection,P
Locus_10572_Transcript_1_Length_1437_genewise_newlength_1437__CDS__217__873.orfnuc.phy,myb family transcription factor,GO:0005515,protein binding,F
Locus_10572_Transcript_1_Length_1437_genewise_newlength_1437__CDS__217__873.orfnuc.phy,myb family transcription factor,GO:0009793,embryo development ending in seed dormancy,P
Locus_10572_Transcript_1_Length_1437_genewise_newlength_1437__CDS__217__873.orfnuc.phy,myb family transcription factor,GO:0009944,polarity specification of adaxial/abaxial axis,P
Locus_10572_Transcript_1_Length_1437_genewise_newlength_1437__CDS__217__873.orfnuc.phy,myb family transcription factor,GO:0055063,sulfate ion homeostasis,P
Locus_10572_Transcript_1_Length_1437_genewise_newlength_1437__CDS__217__873.orfnuc.phy,myb family transcription factor,GO:0006355,"regulation of transcription, DNA-dependent",P
Locus_10572_Transcript_1_Length_1437_genewise_newlength_1437__CDS__217__873.orfnuc.phy,myb family transcription factor,GO:0005618,cell wall,C
Locus_10572_Transcript_1_Length_1437_genewise_newlength_1437__CDS__217__873.orfnuc.phy,myb family transcription factor,GO:0003913,DNA photolyase activity,F
Locus_10572_Transcript_1_Length_1437_genewise_newlength_1437__CDS__217__873.orfnuc.phy,myb family transcription factor,GO:0016556,mRNA modification,P
Locus_10572_Transcript_1_Length_1437_genewise_newlength_1437__CDS__217__873.orfnuc.phy,myb family transcription factor,GO:0010051,xylem and phloem pattern formation,P
Locus_10572_Transcript_1_Length_1437_genewise_newlength_1437__CDS__217__873.orfnuc.phy,myb family transcription factor,GO:0044212,transcription regulatory region DNA binding,F
Locus_10572_Transcript_1_Length_1437_genewise_newlength_1437__CDS__217__873.orfnuc.phy,myb family transcription factor,GO:0080060,integument development,P
Locus_10572_Transcript_1_Length_1437_genewise_newlength_1437__CDS__217__873.orfnuc.phy,myb family transcription factor,GO:0009845,seed germination,P
Locus_10572_Transcript_1_Length_1437_genewise_newlength_1437__CDS__217__873.orfnuc.phy,myb family transcription factor,GO:0009887,organ morphogenesis,P
Locus_10572_Transcript_1_Length_1437_genewise_newlength_1437__CDS__217__873.orfnuc.phy,myb family transcription factor,GO:0010158,abaxial cell fate specification,P
Locus_10572_Transcript_1_Length_1437_genewise_newlength_1437__CDS__217__873.orfnuc.phy,myb family transcription factor,GO:0009956,radial pattern formation,P
Locus_10572_Transcript_1_Length_1437_genewise_newlength_1437__CDS__217__873.orfnuc.phy,myb family transcription factor,GO:0003700,sequence-specific DNA binding transcription factor activity,F
Locus_10572_Transcript_1_Length_1437_genewise_newlength_1437__CDS__217__873.orfnuc.phy,myb family transcription factor,GO:0071486,cellular response to high light intensity,P
Locus_10572_Transcript_1_Length_1437_genewise_newlength_1437__CDS__217__873.orfnuc.phy,myb family transcription factor,GO:0009737,response to abscisic acid stimulus,P
Locus_10572_Transcript_1_Length_1437_genewise_newlength_1437__CDS__217__873.orfnuc.phy,myb family transcription factor,GO:0000719,photoreactive repair,P
Locus_10572_Transcript_1_Length_1437_genewise_newlength_1437__CDS__217__873.orfnuc.phy,myb family transcription factor,GO:0005634,nucleus,C
Locus_10572_Transcript_1_Length_1437_genewise_newlength_1437__CDS__217__873.orfnuc.phy,myb family transcription factor,GO:0007623,circadian rhythm,P
Locus_10572_Transcript_1_Length_1437_genewise_newlength_1437__CDS__217__873.orfnuc.phy,myb family transcription factor,GO:0010162,seed dormancy process,P
Locus_10572_Transcript_1_Length_1437_genewise_newlength_1437__CDS__217__873.orfnuc.phy,myb family transcription factor,GO:0003682,chromatin binding,F
Locus_5151_Transcript_2_Length_3003_genewise_newlength_3003__CDS__1886__2662.orfnuc.phy,myb family transcription factor,GO:0009739,response to gibberellin stimulus,P
Locus_5151_Transcript_2_Length_3003_genewise_newlength_3003__CDS__1886__2662.orfnuc.phy,myb family transcription factor,GO:0010363,regulation of plant-type hypersensitive response,P
Locus_5151_Transcript_2_Length_3003_genewise_newlength_3003__CDS__1886__2662.orfnuc.phy,myb family transcription factor,GO:0006355,"regulation of transcription, DNA-dependent",P
Locus_5151_Transcript_2_Length_3003_genewise_newlength_3003__CDS__1886__2662.orfnuc.phy,myb family transcription factor,GO:0009651,response to salt stress,P
Locus_5151_Transcript_2_Length_3003_genewise_newlength_3003__CDS__1886__2662.orfnuc.phy,myb family transcription factor,GO:0080167,response to karrikin,P
Locus_5151_Transcript_2_Length_3003_genewise_newlength_3003__CDS__1886__2662.orfnuc.phy,myb family transcription factor,GO:0009753,response to jasmonic acid stimulus,P
Locus_5151_Transcript_2_Length_3003_genewise_newlength_3003__CDS__1886__2662.orfnuc.phy,myb family transcription factor,GO:0006612,protein targeting to membrane,P
Locus_5151_Transcript_2_Length_3003_genewise_newlength_3003__CDS__1886__2662.orfnuc.phy,myb family transcription factor,GO:0016556,mRNA modification,P
Locus_5151_Transcript_2_Length_3003_genewise_newlength_3003__CDS__1886__2662.orfnuc.phy,myb family transcription factor,GO:0009751,response to salicylic acid stimulus,P
Locus_5151_Transcript_2_Length_3003_genewise_newlength_3003__CDS__1886__2662.orfnuc.phy,myb family transcription factor,GO:0003677,DNA binding,F
Locus_5151_Transcript_2_Length_3003_genewise_newlength_3003__CDS__1886__2662.orfnuc.phy,myb family transcription factor,GO:0046686,response to cadmium ion,P
Locus_5151_Transcript_2_Length_3003_genewise_newlength_3003__CDS__1886__2662.orfnuc.phy,myb family transcription factor,GO:0019344,cysteine biosynthetic process,P
Locus_5151_Transcript_2_Length_3003_genewise_newlength_3003__CDS__1886__2662.orfnuc.phy,myb family transcription factor,GO:0003700,sequence-specific DNA binding transcription factor activity,F
Locus_5151_Transcript_2_Length_3003_genewise_newlength_3003__CDS__1886__2662.orfnuc.phy,myb family transcription factor,GO:0009737,response to abscisic acid stimulus,P
Locus_5151_Transcript_2_Length_3003_genewise_newlength_3003__CDS__1886__2662.orfnuc.phy,myb family transcription factor,GO:0009963,positive regulation of flavonoid biosynthetic process,P
Locus_5151_Transcript_2_Length_3003_genewise_newlength_3003__CDS__1886__2662.orfnuc.phy,myb family transcription factor,GO:0005634,nucleus,C
Locus_5151_Transcript_2_Length_3003_genewise_newlength_3003__CDS__1886__2662.orfnuc.phy,myb family transcription factor,GO:0009723,response to ethylene stimulus,P
Locus_5151_Transcript_2_Length_3003_genewise_newlength_3003__CDS__1886__2662.orfnuc.phy,myb family transcription factor,GO:0009733,response to auxin stimulus,P
Locus_5151_Transcript_2_Length_3003_genewise_newlength_3003__CDS__1886__2662.orfnuc.phy,myb family transcription factor,GO:0003682,chromatin binding,F
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0016461,unconventional myosin complex,C
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0005777,peroxisome,C
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0030048,actin filament-based movement,P
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0051646,mitochondrion localization,P
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0004857,enzyme inhibitor activity,F
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0051301,cell division,P
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0010319,stromule,C
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0005783,endoplasmic reticulum,C
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0043085,positive regulation of catalytic activity,P
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0009570,chloroplast stroma,C
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0010584,pollen exine formation,P
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0010072,primary shoot apical meristem specification,P
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0009880,embryonic pattern specification,P
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0009506,plasmodesma,C
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0009941,chloroplast envelope,C
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0009524,phragmoplast,C
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0060151,peroxisome localization,P
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0010089,xylem development,P
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0010091,trichome branching,P
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0090436,leaf pavement cell development,P
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0044036,cell wall macromolecule metabolic process,P
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0006979,response to oxidative stress,P
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0044281,small molecule metabolic process,P
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0008047,enzyme activator activity,F
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0010431,seed maturation,P
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0005886,plasma membrane,C
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0009630,gravitropism,P
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0017137,Rab GTPase binding,F
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0048467,gynoecium development,P
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0006606,protein import into nucleus,P
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0007062,sister chromatid cohesion,P
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0045595,regulation of cell differentiation,P
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0044723,single-organism carbohydrate metabolic process,P
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0051645,Golgi localization,P
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0009624,response to nematode,P
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0042802,identical protein binding,F
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0005794,Golgi apparatus,C
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0005739,mitochondrion,C
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0009534,chloroplast thylakoid,C
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0009789,positive regulation of abscisic acid mediated signaling pathway,P
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0005773,vacuole,C
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0043068,positive regulation of programmed cell death,P
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0006109,regulation of carbohydrate metabolic process,P
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0030742,GTP-dependent protein binding,F
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0048193,Golgi vesicle transport,P
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0003774,motor activity,F
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0045893,"positive regulation of transcription, DNA-dependent",P
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0043086,negative regulation of catalytic activity,P
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0009409,response to cold,P
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0048768,root hair cell tip growth,P
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0048046,apoplast,C
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0030036,actin cytoskeleton organization,P
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0005634,nucleus,C
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0005976,polysaccharide metabolic process,P
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0044262,cellular carbohydrate metabolic process,P
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0009504,cell plate,C
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0005768,endosome,C
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0006879,cellular iron ion homeostasis,P
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0044085,cellular component biogenesis,P
Locus_2280_Transcript_2_Length_5737_genewise_newlength_5382__CDS__533__5113.orfnuc.phy,myosin 2,GO:0005524,ATP binding,F
Locus_10051_Transcript_5_Length_3885_genewise_newlength_3086__CDS__724__2640.orfnuc.phy,myotubularin 2,GO:0046855,inositol phosphate dephosphorylation,P
Locus_10051_Transcript_5_Length_3885_genewise_newlength_3086__CDS__724__2640.orfnuc.phy,myotubularin 2,GO:0009627,systemic acquired resistance,P
Locus_10051_Transcript_5_Length_3885_genewise_newlength_3086__CDS__724__2640.orfnuc.phy,myotubularin 2,GO:0048193,Golgi vesicle transport,P
Locus_10051_Transcript_5_Length_3885_genewise_newlength_3086__CDS__724__2640.orfnuc.phy,myotubularin 2,GO:0048527,lateral root development,P
Locus_10051_Transcript_5_Length_3885_genewise_newlength_3086__CDS__724__2640.orfnuc.phy,myotubularin 2,GO:0005634,nucleus,C
Locus_10051_Transcript_5_Length_3885_genewise_newlength_3086__CDS__724__2640.orfnuc.phy,myotubularin 2,GO:0009697,salicylic acid biosynthetic process,P
