gene,name,GO,description,meta
Locus_3082_Transcript_2_Length_2513_genewise_newlength_2430__CDS__194__2179,long-chain acyl- synthetase,GO:0005886,plasma membrane,C
Locus_3082_Transcript_2_Length_2513_genewise_newlength_2430__CDS__194__2179,long-chain acyl- synthetase,GO:0010143,cutin biosynthetic process,P
Locus_3082_Transcript_2_Length_2513_genewise_newlength_2430__CDS__194__2179,long-chain acyl- synthetase,GO:0005794,Golgi apparatus,C
Locus_3082_Transcript_2_Length_2513_genewise_newlength_2430__CDS__194__2179,long-chain acyl- synthetase,GO:0005515,protein binding,F
Locus_3082_Transcript_2_Length_2513_genewise_newlength_2430__CDS__194__2179,long-chain acyl- synthetase,GO:0044763,single-organism cellular process,P
Locus_3082_Transcript_2_Length_2513_genewise_newlength_2430__CDS__194__2179,long-chain acyl- synthetase,GO:0031957,very long-chain fatty acid-CoA ligase activity,F
Locus_3082_Transcript_2_Length_2513_genewise_newlength_2430__CDS__194__2179,long-chain acyl- synthetase,GO:0004467,long-chain fatty acid-CoA ligase activity,F
Locus_3082_Transcript_2_Length_2513_genewise_newlength_2430__CDS__194__2179,long-chain acyl- synthetase,GO:0005634,nucleus,C
Locus_3082_Transcript_2_Length_2513_genewise_newlength_2430__CDS__194__2179,long-chain acyl- synthetase,GO:0010311,lateral root formation,P
Locus_3082_Transcript_2_Length_2513_genewise_newlength_2430__CDS__194__2179,long-chain acyl- synthetase,GO:0009507,chloroplast,C
Locus_3082_Transcript_2_Length_2513_genewise_newlength_2430__CDS__194__2179,long-chain acyl- synthetase,GO:0009611,response to wounding,P
Locus_15433_Transcript_3_Length_1521_genewise_newlength_1433__CDS__163__1161,nodulin 21 -like transporter family protein,GO:0006865,amino acid transport,P
Locus_15433_Transcript_3_Length_1521_genewise_newlength_1433__CDS__163__1161,nodulin 21 -like transporter family protein,GO:0005774,vacuolar membrane,C
Locus_15433_Transcript_3_Length_1521_genewise_newlength_1433__CDS__163__1161,nodulin 21 -like transporter family protein,GO:0031325,positive regulation of cellular metabolic process,P
Locus_15433_Transcript_3_Length_1521_genewise_newlength_1433__CDS__163__1161,nodulin 21 -like transporter family protein,GO:0007275,multicellular organismal development,P
Locus_15433_Transcript_3_Length_1521_genewise_newlength_1433__CDS__163__1161,nodulin 21 -like transporter family protein,GO:0050801,ion homeostasis,P
Locus_15433_Transcript_3_Length_1521_genewise_newlength_1433__CDS__163__1161,nodulin 21 -like transporter family protein,GO:0009826,unidimensional cell growth,P
Locus_15433_Transcript_3_Length_1521_genewise_newlength_1433__CDS__163__1161,nodulin 21 -like transporter family protein,GO:0071554,cell wall organization or biogenesis,P
Locus_15433_Transcript_3_Length_1521_genewise_newlength_1433__CDS__163__1161,nodulin 21 -like transporter family protein,GO:0015171,amino acid transmembrane transporter activity,F
Locus_26170_Transcript_5_Length_1629_genewise_newlength_1629__CDS__142__414,nuclear fusion defective 6,GO:0006164,purine nucleotide biosynthetic process,P
Locus_26170_Transcript_5_Length_1629_genewise_newlength_1629__CDS__142__414,nuclear fusion defective 6,GO:0005634,nucleus,C
Locus_26170_Transcript_5_Length_1629_genewise_newlength_1629__CDS__142__414,nuclear fusion defective 6,GO:0005739,mitochondrion,C
Locus_889_Transcript_6_Length_1737_genewise_newlength_1641__CDS__1__633,nuclear poly polymerase,GO:0005774,vacuolar membrane,C
Locus_889_Transcript_6_Length_1737_genewise_newlength_1641__CDS__1__633,nuclear poly polymerase,GO:0042744,hydrogen peroxide catabolic process,P
Locus_889_Transcript_6_Length_1737_genewise_newlength_1641__CDS__1__633,nuclear poly polymerase,GO:0043631,RNA polyadenylation,P
Locus_889_Transcript_6_Length_1737_genewise_newlength_1641__CDS__1__633,nuclear poly polymerase,GO:0048046,apoplast,C
Locus_889_Transcript_6_Length_1737_genewise_newlength_1641__CDS__1__633,nuclear poly polymerase,GO:0005515,protein binding,F
Locus_889_Transcript_6_Length_1737_genewise_newlength_1641__CDS__1__633,nuclear poly polymerase,GO:0016126,sterol biosynthetic process,P
Locus_889_Transcript_6_Length_1737_genewise_newlength_1641__CDS__1__633,nuclear poly polymerase,GO:0009827,plant-type cell wall modification,P
Locus_889_Transcript_6_Length_1737_genewise_newlength_1641__CDS__1__633,nuclear poly polymerase,GO:0009505,plant-type cell wall,C
Locus_889_Transcript_6_Length_1737_genewise_newlength_1641__CDS__1__633,nuclear poly polymerase,GO:0030003,cellular cation homeostasis,P
Locus_889_Transcript_6_Length_1737_genewise_newlength_1641__CDS__1__633,nuclear poly polymerase,GO:0010075,regulation of meristem growth,P
Locus_889_Transcript_6_Length_1737_genewise_newlength_1641__CDS__1__633,nuclear poly polymerase,GO:0080167,response to karrikin,P
Locus_889_Transcript_6_Length_1737_genewise_newlength_1641__CDS__1__633,nuclear poly polymerase,GO:0048354,mucilage biosynthetic process involved in seed coat development,P
Locus_889_Transcript_6_Length_1737_genewise_newlength_1641__CDS__1__633,nuclear poly polymerase,GO:0048767,root hair elongation,P
Locus_889_Transcript_6_Length_1737_genewise_newlength_1641__CDS__1__633,nuclear poly polymerase,GO:0009698,phenylpropanoid metabolic process,P
Locus_889_Transcript_6_Length_1737_genewise_newlength_1641__CDS__1__633,nuclear poly polymerase,GO:0005829,cytosol,C
Locus_889_Transcript_6_Length_1737_genewise_newlength_1641__CDS__1__633,nuclear poly polymerase,GO:0006084,acetyl-CoA metabolic process,P
Locus_889_Transcript_6_Length_1737_genewise_newlength_1641__CDS__1__633,nuclear poly polymerase,GO:0004565,beta-galactosidase activity,F
Locus_889_Transcript_6_Length_1737_genewise_newlength_1641__CDS__1__633,nuclear poly polymerase,GO:0032880,regulation of protein localization,P
Locus_889_Transcript_6_Length_1737_genewise_newlength_1641__CDS__1__633,nuclear poly polymerase,GO:0006598,polyamine catabolic process,P
Locus_889_Transcript_6_Length_1737_genewise_newlength_1641__CDS__1__633,nuclear poly polymerase,GO:0042398,cellular modified amino acid biosynthetic process,P
Locus_889_Transcript_6_Length_1737_genewise_newlength_1641__CDS__1__633,nuclear poly polymerase,GO:0070838,divalent metal ion transport,P
Locus_889_Transcript_6_Length_1737_genewise_newlength_1641__CDS__1__633,nuclear poly polymerase,GO:0009832,plant-type cell wall biogenesis,P
Locus_889_Transcript_6_Length_1737_genewise_newlength_1641__CDS__1__633,nuclear poly polymerase,GO:0009506,plasmodesma,C
Locus_889_Transcript_6_Length_1737_genewise_newlength_1641__CDS__1__633,nuclear poly polymerase,GO:0016071,mRNA metabolic process,P
Locus_889_Transcript_6_Length_1737_genewise_newlength_1641__CDS__1__633,nuclear poly polymerase,GO:0005634,nucleus,C
Locus_889_Transcript_6_Length_1737_genewise_newlength_1641__CDS__1__633,nuclear poly polymerase,GO:0016132,brassinosteroid biosynthetic process,P
Locus_889_Transcript_6_Length_1737_genewise_newlength_1641__CDS__1__633,nuclear poly polymerase,GO:0005975,carbohydrate metabolic process,P
Locus_277_Transcript_1_Length_3971_genewise_newlength_3695__CDS__963__3554,pb1_up2 domain-containing protein,GO:0005515,protein binding,F
Locus_277_Transcript_1_Length_3971_genewise_newlength_3695__CDS__963__3554,pb1_up2 domain-containing protein,GO:0008270,zinc ion binding,F
Locus_11139_Transcript_1_Length_1640_genewise_newlength_1640__CDS__141__1640,pectinesterase pectinesterase inhibitor 51,GO:0009505,plant-type cell wall,C
Locus_11139_Transcript_1_Length_1640_genewise_newlength_1640__CDS__141__1640,pectinesterase pectinesterase inhibitor 51,GO:0010075,regulation of meristem growth,P
Locus_11139_Transcript_1_Length_1640_genewise_newlength_1640__CDS__141__1640,pectinesterase pectinesterase inhibitor 51,GO:0044237,cellular metabolic process,P
Locus_11139_Transcript_1_Length_1640_genewise_newlength_1640__CDS__141__1640,pectinesterase pectinesterase inhibitor 51,GO:0009507,chloroplast,C
Locus_11139_Transcript_1_Length_1640_genewise_newlength_1640__CDS__141__1640,pectinesterase pectinesterase inhibitor 51,GO:0005576,extracellular region,C
Locus_11139_Transcript_1_Length_1640_genewise_newlength_1640__CDS__141__1640,pectinesterase pectinesterase inhibitor 51,GO:0030599,pectinesterase activity,F
Locus_11139_Transcript_1_Length_1640_genewise_newlength_1640__CDS__141__1640,pectinesterase pectinesterase inhibitor 51,GO:0044238,primary metabolic process,P
Locus_11139_Transcript_1_Length_1640_genewise_newlength_1640__CDS__141__1640,pectinesterase pectinesterase inhibitor 51,GO:0044281,small molecule metabolic process,P
Locus_11139_Transcript_1_Length_1640_genewise_newlength_1640__CDS__141__1640,pectinesterase pectinesterase inhibitor 51,GO:0009409,response to cold,P
Locus_11139_Transcript_1_Length_1640_genewise_newlength_1640__CDS__141__1640,pectinesterase pectinesterase inhibitor 51,GO:1901360,organic cyclic compound metabolic process,P
Locus_11139_Transcript_1_Length_1640_genewise_newlength_1640__CDS__141__1640,pectinesterase pectinesterase inhibitor 51,GO:0051704,multi-organism process,P
Locus_11139_Transcript_1_Length_1640_genewise_newlength_1640__CDS__141__1640,pectinesterase pectinesterase inhibitor 51,GO:0009741,response to brassinosteroid stimulus,P
Locus_11139_Transcript_1_Length_1640_genewise_newlength_1640__CDS__141__1640,pectinesterase pectinesterase inhibitor 51,GO:0005886,plasma membrane,C
Locus_11139_Transcript_1_Length_1640_genewise_newlength_1640__CDS__141__1640,pectinesterase pectinesterase inhibitor 51,GO:0004857,enzyme inhibitor activity,F
Locus_11139_Transcript_1_Length_1640_genewise_newlength_1640__CDS__141__1640,pectinesterase pectinesterase inhibitor 51,GO:0042545,cell wall modification,P
Locus_3966_Transcript_1_Length_2753_genewise_newlength_1530__CDS__546__1406,phosphate dikinase regulatory protein 1,GO:0010103,stomatal complex morphogenesis,P
Locus_3966_Transcript_1_Length_2753_genewise_newlength_1530__CDS__546__1406,phosphate dikinase regulatory protein 1,GO:0005774,vacuolar membrane,C
Locus_3966_Transcript_1_Length_2753_genewise_newlength_1530__CDS__546__1406,phosphate dikinase regulatory protein 1,GO:0004721,phosphoprotein phosphatase activity,F
Locus_3966_Transcript_1_Length_2753_genewise_newlength_1530__CDS__546__1406,phosphate dikinase regulatory protein 1,GO:0009793,embryo development ending in seed dormancy,P
Locus_3966_Transcript_1_Length_2753_genewise_newlength_1530__CDS__546__1406,phosphate dikinase regulatory protein 1,GO:0019252,starch biosynthetic process,P
Locus_3966_Transcript_1_Length_2753_genewise_newlength_1530__CDS__546__1406,phosphate dikinase regulatory protein 1,GO:0006412,translation,P
Locus_3966_Transcript_1_Length_2753_genewise_newlength_1530__CDS__546__1406,phosphate dikinase regulatory protein 1,GO:0001510,RNA methylation,P
Locus_3966_Transcript_1_Length_2753_genewise_newlength_1530__CDS__546__1406,phosphate dikinase regulatory protein 1,GO:0004672,protein kinase activity,F
Locus_3966_Transcript_1_Length_2753_genewise_newlength_1530__CDS__546__1406,phosphate dikinase regulatory protein 1,GO:0000023,maltose metabolic process,P
Locus_3966_Transcript_1_Length_2753_genewise_newlength_1530__CDS__546__1406,phosphate dikinase regulatory protein 1,GO:0009507,chloroplast,C
Locus_3966_Transcript_1_Length_2753_genewise_newlength_1530__CDS__546__1406,phosphate dikinase regulatory protein 1,GO:0005618,cell wall,C
Locus_3966_Transcript_1_Length_2753_genewise_newlength_1530__CDS__546__1406,phosphate dikinase regulatory protein 1,GO:0005794,Golgi apparatus,C
Locus_3966_Transcript_1_Length_2753_genewise_newlength_1530__CDS__546__1406,phosphate dikinase regulatory protein 1,GO:0022625,cytosolic large ribosomal subunit,C
Locus_3966_Transcript_1_Length_2753_genewise_newlength_1530__CDS__546__1406,phosphate dikinase regulatory protein 1,GO:0005730,nucleolus,C
Locus_3966_Transcript_1_Length_2753_genewise_newlength_1530__CDS__546__1406,phosphate dikinase regulatory protein 1,GO:0019761,glucosinolate biosynthetic process,P
Locus_3966_Transcript_1_Length_2753_genewise_newlength_1530__CDS__546__1406,phosphate dikinase regulatory protein 1,GO:0003735,structural constituent of ribosome,F
Locus_3966_Transcript_1_Length_2753_genewise_newlength_1530__CDS__546__1406,phosphate dikinase regulatory protein 1,GO:0009506,plasmodesma,C
Locus_3966_Transcript_1_Length_2753_genewise_newlength_1530__CDS__546__1406,phosphate dikinase regulatory protein 1,GO:0005886,plasma membrane,C
Locus_3966_Transcript_1_Length_2753_genewise_newlength_1530__CDS__546__1406,phosphate dikinase regulatory protein 1,GO:0005524,ATP binding,F
Locus_371_Transcript_14_Length_3954_genewise_newlength_3952__CDS__1922__3952,phosphoenolpyruvate carboxylase 1,GO:0005829,cytosol,C
Locus_371_Transcript_14_Length_3954_genewise_newlength_3952__CDS__1922__3952,phosphoenolpyruvate carboxylase 1,GO:0009749,response to glucose stimulus,P
Locus_371_Transcript_14_Length_3954_genewise_newlength_3952__CDS__1922__3952,phosphoenolpyruvate carboxylase 1,GO:0009744,response to sucrose stimulus,P
Locus_371_Transcript_14_Length_3954_genewise_newlength_3952__CDS__1922__3952,phosphoenolpyruvate carboxylase 1,GO:0015706,nitrate transport,P
Locus_371_Transcript_14_Length_3954_genewise_newlength_3952__CDS__1922__3952,phosphoenolpyruvate carboxylase 1,GO:0009750,response to fructose stimulus,P
Locus_371_Transcript_14_Length_3954_genewise_newlength_3952__CDS__1922__3952,phosphoenolpyruvate carboxylase 1,GO:0009651,response to salt stress,P
Locus_371_Transcript_14_Length_3954_genewise_newlength_3952__CDS__1922__3952,phosphoenolpyruvate carboxylase 1,GO:0008964,phosphoenolpyruvate carboxylase activity,F
Locus_371_Transcript_14_Length_3954_genewise_newlength_3952__CDS__1922__3952,phosphoenolpyruvate carboxylase 1,GO:0009266,response to temperature stimulus,P
Locus_371_Transcript_14_Length_3954_genewise_newlength_3952__CDS__1922__3952,phosphoenolpyruvate carboxylase 1,GO:0010106,cellular response to iron ion starvation,P
Locus_371_Transcript_14_Length_3954_genewise_newlength_3952__CDS__1922__3952,phosphoenolpyruvate carboxylase 1,GO:0006099,tricarboxylic acid cycle,P
Locus_371_Transcript_14_Length_3954_genewise_newlength_3952__CDS__1922__3952,phosphoenolpyruvate carboxylase 1,GO:0006826,iron ion transport,P
Locus_371_Transcript_14_Length_3954_genewise_newlength_3952__CDS__1922__3952,phosphoenolpyruvate carboxylase 1,GO:0006972,hyperosmotic response,P
Locus_371_Transcript_14_Length_3954_genewise_newlength_3952__CDS__1922__3952,phosphoenolpyruvate carboxylase 1,GO:0051262,protein tetramerization,P
Locus_371_Transcript_14_Length_3954_genewise_newlength_3952__CDS__1922__3952,phosphoenolpyruvate carboxylase 1,GO:0005515,protein binding,F
Locus_371_Transcript_14_Length_3954_genewise_newlength_3952__CDS__1922__3952,phosphoenolpyruvate carboxylase 1,GO:0006833,water transport,P
Locus_371_Transcript_14_Length_3954_genewise_newlength_3952__CDS__1922__3952,phosphoenolpyruvate carboxylase 1,GO:0007030,Golgi organization,P
Locus_371_Transcript_14_Length_3954_genewise_newlength_3952__CDS__1922__3952,phosphoenolpyruvate carboxylase 1,GO:0010167,response to nitrate,P
Locus_371_Transcript_14_Length_3954_genewise_newlength_3952__CDS__1922__3952,phosphoenolpyruvate carboxylase 1,GO:0006096,glycolysis,P
Locus_371_Transcript_14_Length_3954_genewise_newlength_3952__CDS__1922__3952,phosphoenolpyruvate carboxylase 1,GO:0046686,response to cadmium ion,P
Locus_371_Transcript_14_Length_3954_genewise_newlength_3952__CDS__1922__3952,phosphoenolpyruvate carboxylase 1,GO:0016036,cellular response to phosphate starvation,P
Locus_371_Transcript_14_Length_3954_genewise_newlength_3952__CDS__1922__3952,phosphoenolpyruvate carboxylase 1,GO:0048046,apoplast,C
Locus_371_Transcript_14_Length_3954_genewise_newlength_3952__CDS__1922__3952,phosphoenolpyruvate carboxylase 1,GO:0015977,carbon fixation,P
Locus_23663_Transcript_3_Length_1215_genewise_newlength_1215__CDS__410__775,phosphoserine phosphatase,GO:0009790,embryo development,P
Locus_23663_Transcript_3_Length_1215_genewise_newlength_1215__CDS__410__775,phosphoserine phosphatase,GO:0009555,pollen development,P
Locus_23663_Transcript_3_Length_1215_genewise_newlength_1215__CDS__410__775,phosphoserine phosphatase,GO:0048364,root development,P
Locus_23663_Transcript_3_Length_1215_genewise_newlength_1215__CDS__410__775,phosphoserine phosphatase,GO:0000287,magnesium ion binding,F
Locus_23663_Transcript_3_Length_1215_genewise_newlength_1215__CDS__410__775,phosphoserine phosphatase,GO:0009507,chloroplast,C
Locus_23663_Transcript_3_Length_1215_genewise_newlength_1215__CDS__410__775,phosphoserine phosphatase,GO:0004647,phosphoserine phosphatase activity,F
Locus_23663_Transcript_3_Length_1215_genewise_newlength_1215__CDS__410__775,phosphoserine phosphatase,GO:0006564,L-serine biosynthetic process,P
Locus_2787_Transcript_1_Length_910_genewise_newlength_910__CDS__378__578,plastocyanin-like domain-containing protein,GO:0048653,anther development,P
Locus_2787_Transcript_1_Length_910_genewise_newlength_910__CDS__378__578,plastocyanin-like domain-containing protein,GO:0048046,apoplast,C
Locus_2787_Transcript_1_Length_910_genewise_newlength_910__CDS__378__578,plastocyanin-like domain-containing protein,GO:0050826,response to freezing,P
Locus_2787_Transcript_1_Length_910_genewise_newlength_910__CDS__378__578,plastocyanin-like domain-containing protein,GO:0009793,embryo development ending in seed dormancy,P
Locus_2787_Transcript_1_Length_910_genewise_newlength_910__CDS__378__578,plastocyanin-like domain-containing protein,GO:0046658,anchored to plasma membrane,C
Locus_2787_Transcript_1_Length_910_genewise_newlength_910__CDS__378__578,plastocyanin-like domain-containing protein,GO:0009856,pollination,P
Locus_2787_Transcript_1_Length_910_genewise_newlength_910__CDS__378__578,plastocyanin-like domain-containing protein,GO:0009640,photomorphogenesis,P
Locus_2787_Transcript_1_Length_910_genewise_newlength_910__CDS__378__578,plastocyanin-like domain-containing protein,GO:0019915,lipid storage,P
Locus_2787_Transcript_1_Length_910_genewise_newlength_910__CDS__378__578,plastocyanin-like domain-containing protein,GO:0010182,sugar mediated signaling pathway,P
Locus_2787_Transcript_1_Length_910_genewise_newlength_910__CDS__378__578,plastocyanin-like domain-containing protein,GO:0009933,meristem structural organization,P
Locus_2787_Transcript_1_Length_910_genewise_newlength_910__CDS__378__578,plastocyanin-like domain-containing protein,GO:0016567,protein ubiquitination,P
Locus_2787_Transcript_1_Length_910_genewise_newlength_910__CDS__378__578,plastocyanin-like domain-containing protein,GO:0009845,seed germination,P
Locus_2787_Transcript_1_Length_910_genewise_newlength_910__CDS__378__578,plastocyanin-like domain-containing protein,GO:0071554,cell wall organization or biogenesis,P
Locus_2787_Transcript_1_Length_910_genewise_newlength_910__CDS__378__578,plastocyanin-like domain-containing protein,GO:0010228,vegetative to reproductive phase transition of meristem,P
Locus_2787_Transcript_1_Length_910_genewise_newlength_910__CDS__378__578,plastocyanin-like domain-containing protein,GO:0009737,response to abscisic acid stimulus,P
Locus_2787_Transcript_1_Length_910_genewise_newlength_910__CDS__378__578,plastocyanin-like domain-containing protein,GO:0009506,plasmodesma,C
Locus_2787_Transcript_1_Length_910_genewise_newlength_910__CDS__378__578,plastocyanin-like domain-containing protein,GO:0009909,regulation of flower development,P
Locus_2787_Transcript_1_Length_910_genewise_newlength_910__CDS__378__578,plastocyanin-like domain-containing protein,GO:0005507,copper ion binding,F
Locus_2787_Transcript_1_Length_910_genewise_newlength_910__CDS__378__578,plastocyanin-like domain-containing protein,GO:0048196,plant extracellular matrix,C
Locus_2787_Transcript_1_Length_910_genewise_newlength_910__CDS__378__578,plastocyanin-like domain-containing protein,GO:0010162,seed dormancy process,P
Locus_4421_Transcript_7_Length_3304_genewise_newlength_3304__CDS__2313__3002,pppde thiol peptidase family protein,GO:0005886,plasma membrane,C
Locus_4421_Transcript_7_Length_3304_genewise_newlength_3304__CDS__2313__3002,pppde thiol peptidase family protein,GO:0006865,amino acid transport,P
Locus_4421_Transcript_7_Length_3304_genewise_newlength_3304__CDS__2313__3002,pppde thiol peptidase family protein,GO:0009507,chloroplast,C
Locus_4421_Transcript_7_Length_3304_genewise_newlength_3304__CDS__2313__3002,pppde thiol peptidase family protein,GO:0006914,autophagy,P
Locus_2460_Transcript_1_Length_1183_genewise_newlength_1183__CDS__3__1109,probable indole-3-pyruvate monooxygenase yucca4,GO:0005654,nucleoplasm,C
Locus_2460_Transcript_1_Length_1183_genewise_newlength_1183__CDS__3__1109,probable indole-3-pyruvate monooxygenase yucca4,GO:0000139,Golgi membrane,C
Locus_2460_Transcript_1_Length_1183_genewise_newlength_1183__CDS__3__1109,probable indole-3-pyruvate monooxygenase yucca4,GO:0009414,response to water deprivation,P
Locus_2460_Transcript_1_Length_1183_genewise_newlength_1183__CDS__3__1109,probable indole-3-pyruvate monooxygenase yucca4,GO:0009911,positive regulation of flower development,P
Locus_2460_Transcript_1_Length_1183_genewise_newlength_1183__CDS__3__1109,probable indole-3-pyruvate monooxygenase yucca4,GO:0048825,cotyledon development,P
Locus_2460_Transcript_1_Length_1183_genewise_newlength_1183__CDS__3__1109,probable indole-3-pyruvate monooxygenase yucca4,GO:0005789,endoplasmic reticulum membrane,C
Locus_2460_Transcript_1_Length_1183_genewise_newlength_1183__CDS__3__1109,probable indole-3-pyruvate monooxygenase yucca4,GO:0005576,extracellular region,C
Locus_2460_Transcript_1_Length_1183_genewise_newlength_1183__CDS__3__1109,probable indole-3-pyruvate monooxygenase yucca4,GO:0022603,regulation of anatomical structure morphogenesis,P
Locus_2460_Transcript_1_Length_1183_genewise_newlength_1183__CDS__3__1109,probable indole-3-pyruvate monooxygenase yucca4,GO:0005829,cytosol,C
Locus_2460_Transcript_1_Length_1183_genewise_newlength_1183__CDS__3__1109,probable indole-3-pyruvate monooxygenase yucca4,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",F
Locus_2460_Transcript_1_Length_1183_genewise_newlength_1183__CDS__3__1109,probable indole-3-pyruvate monooxygenase yucca4,GO:0004497,monooxygenase activity,F
Locus_2460_Transcript_1_Length_1183_genewise_newlength_1183__CDS__3__1109,probable indole-3-pyruvate monooxygenase yucca4,GO:0047434,indolepyruvate decarboxylase activity,F
Locus_2460_Transcript_1_Length_1183_genewise_newlength_1183__CDS__3__1109,probable indole-3-pyruvate monooxygenase yucca4,GO:0009742,brassinosteroid mediated signaling pathway,P
Locus_2460_Transcript_1_Length_1183_genewise_newlength_1183__CDS__3__1109,probable indole-3-pyruvate monooxygenase yucca4,GO:2000024,regulation of leaf development,P
Locus_2460_Transcript_1_Length_1183_genewise_newlength_1183__CDS__3__1109,probable indole-3-pyruvate monooxygenase yucca4,GO:0009684,indoleacetic acid biosynthetic process,P
Locus_2460_Transcript_1_Length_1183_genewise_newlength_1183__CDS__3__1109,probable indole-3-pyruvate monooxygenase yucca4,GO:0010229,inflorescence development,P
Locus_4422_Transcript_1_Length_1184_genewise_newlength_1184__CDS__80__949,protein brassinazole-resistant 2,GO:0048831,regulation of shoot system development,P
Locus_4422_Transcript_1_Length_1184_genewise_newlength_1184__CDS__80__949,protein brassinazole-resistant 2,GO:0016161,beta-amylase activity,F
Locus_4422_Transcript_1_Length_1184_genewise_newlength_1184__CDS__80__949,protein brassinazole-resistant 2,GO:0009628,response to abiotic stimulus,P
Locus_4422_Transcript_1_Length_1184_genewise_newlength_1184__CDS__80__949,protein brassinazole-resistant 2,GO:0006355,"regulation of transcription, DNA-dependent",P
Locus_4422_Transcript_1_Length_1184_genewise_newlength_1184__CDS__80__949,protein brassinazole-resistant 2,GO:1901700,response to oxygen-containing compound,P
Locus_4422_Transcript_1_Length_1184_genewise_newlength_1184__CDS__80__949,protein brassinazole-resistant 2,GO:0003700,sequence-specific DNA binding transcription factor activity,F
Locus_4422_Transcript_1_Length_1184_genewise_newlength_1184__CDS__80__949,protein brassinazole-resistant 2,GO:0005773,vacuole,C
Locus_4422_Transcript_1_Length_1184_genewise_newlength_1184__CDS__80__949,protein brassinazole-resistant 2,GO:0006950,response to stress,P
Locus_4422_Transcript_1_Length_1184_genewise_newlength_1184__CDS__80__949,protein brassinazole-resistant 2,GO:0005634,nucleus,C
Locus_3768_Transcript_6_Length_4574_genewise_newlength_4574__CDS__2189__4399,protein embryo defective 1967,GO:0009987,cellular process,P
Locus_3768_Transcript_6_Length_4574_genewise_newlength_4574__CDS__2189__4399,protein embryo defective 1967,GO:0044699,single-organism process,P
Locus_3768_Transcript_6_Length_4574_genewise_newlength_4574__CDS__2189__4399,protein embryo defective 1967,GO:0005774,vacuolar membrane,C
Locus_11861_Transcript_1_Length_1403_genewise_newlength_1403__CDS__250__1209,protein kinase,GO:0006865,amino acid transport,P
Locus_11861_Transcript_1_Length_1403_genewise_newlength_1403__CDS__250__1209,protein kinase,GO:0031348,negative regulation of defense response,P
Locus_11861_Transcript_1_Length_1403_genewise_newlength_1403__CDS__250__1209,protein kinase,GO:0006995,cellular response to nitrogen starvation,P
Locus_11861_Transcript_1_Length_1403_genewise_newlength_1403__CDS__250__1209,protein kinase,GO:0005515,protein binding,F
Locus_11861_Transcript_1_Length_1403_genewise_newlength_1403__CDS__250__1209,protein kinase,GO:0009867,jasmonic acid mediated signaling pathway,P
Locus_11861_Transcript_1_Length_1403_genewise_newlength_1403__CDS__250__1209,protein kinase,GO:0009697,salicylic acid biosynthetic process,P
Locus_11861_Transcript_1_Length_1403_genewise_newlength_1403__CDS__250__1209,protein kinase,GO:0010363,regulation of plant-type hypersensitive response,P
Locus_11861_Transcript_1_Length_1403_genewise_newlength_1403__CDS__250__1209,protein kinase,GO:0002679,respiratory burst involved in defense response,P
Locus_11861_Transcript_1_Length_1403_genewise_newlength_1403__CDS__250__1209,protein kinase,GO:0009612,response to mechanical stimulus,P
Locus_11861_Transcript_1_Length_1403_genewise_newlength_1403__CDS__250__1209,protein kinase,GO:0010200,response to chitin,P
Locus_11861_Transcript_1_Length_1403_genewise_newlength_1403__CDS__250__1209,protein kinase,GO:0006807,nitrogen compound metabolic process,P
Locus_11861_Transcript_1_Length_1403_genewise_newlength_1403__CDS__250__1209,protein kinase,GO:0006612,protein targeting to membrane,P
Locus_11861_Transcript_1_Length_1403_genewise_newlength_1403__CDS__250__1209,protein kinase,GO:0050832,defense response to fungus,P
Locus_11861_Transcript_1_Length_1403_genewise_newlength_1403__CDS__250__1209,protein kinase,GO:0009507,chloroplast,C
Locus_11861_Transcript_1_Length_1403_genewise_newlength_1403__CDS__250__1209,protein kinase,GO:0043069,negative regulation of programmed cell death,P
Locus_11861_Transcript_1_Length_1403_genewise_newlength_1403__CDS__250__1209,protein kinase,GO:0005730,nucleolus,C
Locus_11861_Transcript_1_Length_1403_genewise_newlength_1403__CDS__250__1209,protein kinase,GO:0046777,protein autophosphorylation,P
Locus_11861_Transcript_1_Length_1403_genewise_newlength_1403__CDS__250__1209,protein kinase,GO:0004674,protein serine/threonine kinase activity,F
Locus_11861_Transcript_1_Length_1403_genewise_newlength_1403__CDS__250__1209,protein kinase,GO:0009838,abscission,P
Locus_11861_Transcript_1_Length_1403_genewise_newlength_1403__CDS__250__1209,protein kinase,GO:0019722,calcium-mediated signaling,P
Locus_11861_Transcript_1_Length_1403_genewise_newlength_1403__CDS__250__1209,protein kinase,GO:0052033,pathogen-associated molecular pattern dependent induction by symbiont of host innate immune response,P
Locus_11861_Transcript_1_Length_1403_genewise_newlength_1403__CDS__250__1209,protein kinase,GO:0009963,positive regulation of flavonoid biosynthetic process,P
Locus_11861_Transcript_1_Length_1403_genewise_newlength_1403__CDS__250__1209,protein kinase,GO:0002237,response to molecule of bacterial origin,P
Locus_11861_Transcript_1_Length_1403_genewise_newlength_1403__CDS__250__1209,protein kinase,GO:0009863,salicylic acid mediated signaling pathway,P
Locus_11861_Transcript_1_Length_1403_genewise_newlength_1403__CDS__250__1209,protein kinase,GO:0005886,plasma membrane,C
Locus_11861_Transcript_1_Length_1403_genewise_newlength_1403__CDS__250__1209,protein kinase,GO:0009627,systemic acquired resistance,P
